LABEL,T_F,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,K1,X,Y,E0,XP,YP,BF_2TF,B_T,H_TW,H_T,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
WT6X139.5,T,140,41,7.93,0,0,13.1,0,0,1.53,2.47,0,0,0,3.07,3.375,0,0,2.05,0,0,1.56,2.66,0,3.17,0,5.18,141,51.9,24.1,1.86,469,110,71.3,3.38,0,70.9,267,0,0,0,0,0,3.94,0.958,0,1
WT6X13,F,13,3.82,6.11,0,0,6.49,0,0,0.23,0.38,0,0,0,0.68,1.0625,0,0,1.25,0,0,0.295,8.54,0,23.6,0,26.6,11.7,4.2,2.4,1.75,8.66,4.08,2.67,1.51,0,0.15,0.174,0,0,0,0,0,2.54,0.827,0,0.567
WT6X126,T,126,37,7.71,0,0,13,0,0,1.4,2.25,0,0,0,2.85,3.125,0,0,1.92,0,0,1.42,2.89,0,3.48,0,5.52,121,44.8,20.9,1.81,414,97.9,63.6,3.34,0,53.5,195,0,0,0,0,0,3.88,0.958,0,1
WT6X115,T,115,33.9,7.53,0,0,12.9,0,0,1.29,2.07,0,0,0,2.67,2.9375,0,0,1.82,0,0,1.31,3.11,0,3.78,0,5.86,106,39.4,18.5,1.77,371,88.4,57.5,3.31,0,41.6,148,0,0,0,0,0,3.83,0.958,0,1
WT6X11,F,11,3.24,6.16,0,0,4.03,0,0,0.26,0.425,0,0,0,0.725,0.9375,0,0,1.63,0,0,0.402,4.74,0,20.9,0,23.7,11.7,4.63,2.59,1.9,2.33,1.83,1.15,0.847,0,0.146,0.137,0,0,0,0,0,2.52,0.683,0,0.711
WT6X105,T,105,30.9,7.36,0,0,12.8,0,0,1.18,1.9,0,0,0,2.5,2.8125,0,0,1.72,0,0,1.21,3.37,0,4.12,0,6.23,92.1,34.5,16.4,1.73,332,79.7,51.9,3.28,0,32.1,112,0,0,0,0,0,3.79,0.958,0,1
WT5X9.5,F,9.5,2.81,5.12,0,0,4.02,0,0,0.25,0.395,0,0,0,0.695,0.9375,0,0,1.28,0,0,0.349,5.09,0,17.7,0,20.5,6.68,3.1,1.74,1.54,2.15,1.67,1.07,0.874,0,0.116,0.0796,0,0,0,0,0,2.08,0.729,0,0.873
WT5X8.5,F,8.5,2.5,5.06,0,0,4.01,0,0,0.24,0.33,0,0,0,0.63,0.875,0,0,1.32,0,0,0.311,6.08,0,18.4,0,21.1,6.06,2.9,1.62,1.56,1.78,1.4,0.887,0.844,0,0.0776,0.061,0,0,0,0,0,2.11,0.703,0,0.843
WT5X7.5,F,7.5,2.21,5,0,0,4,0,0,0.23,0.27,0,0,0,0.57,0.8125,0,0,1.37,0,0,0.305,7.41,0,19.2,0,21.7,5.45,2.71,1.5,1.57,1.45,1.15,0.723,0.81,0,0.0518,0.0475,0,0,0,0,0,2.16,0.672,0,0.81
WT5X6,F,6,1.77,4.94,0,0,3.96,0,0,0.19,0.21,0,0,0,0.51,0.75,0,0,1.36,0,0,0.322,9.43,0,23.3,0,26,4.35,2.2,1.22,1.57,1.09,0.869,0.551,0.785,0,0.0272,0.0255,0,0,0,0,0,2.16,0.661,0,0.593
WT5X56,F,56,16.5,5.68,0,0,10.4,0,0,0.755,1.25,0,0,0,1.75,1.9375,0,0,1.21,0,0,0.791,4.17,0,5.21,0,7.52,28.6,13.4,6.4,1.32,118,34.6,22.6,2.67,0,7.5,16.9,0,0,0,0,0,3.04,0.963,0,1
WT5X50,F,50,14.7,5.55,0,0,10.3,0,0,0.68,1.12,0,0,0,1.62,1.8125,0,0,1.13,0,0,0.711,4.62,0,5.78,0,8.16,24.5,11.4,5.56,1.29,103,30.5,20,2.65,0,5.41,11.9,0,0,0,0,0,3,0.964,0,1
WT5X44,F,44,12.9,5.42,0,0,10.3,0,0,0.605,0.99,0,0,0,1.49,1.6875,0,0,1.06,0,0,0.631,5.18,0,6.5,0,8.96,20.8,9.65,4.77,1.27,89.3,26.5,17.4,2.63,0,3.75,8.02,0,0,0,0,0,2.97,0.964,0,1
WT5X38.5,F,38.5,11.3,5.3,0,0,10.2,0,0,0.53,0.87,0,0,0,1.37,1.5625,0,0,0.99,0,0,0.555,5.86,0,7.42,0,10,17.4,8.06,4.05,1.24,76.8,22.9,15.1,2.6,0,2.55,5.31,0,0,0,0,0,2.94,0.964,0,1
WT5X34,F,34,10,5.2,0,0,10.1,0,0,0.47,0.77,0,0,0,1.27,1.4375,0,0,0.932,0,0,0.493,6.58,0,8.36,0,11.1,14.9,6.85,3.49,1.22,66.7,20,13.2,2.58,0,1.78,3.62,0,0,0,0,0,2.91,0.965,0,1
WT5X30,F,30,8.82,5.11,0,0,10.1,0,0,0.42,0.68,0,0,0,1.18,1.375,0,0,0.884,0,0,0.438,7.41,0,9.36,0,12.2,12.9,5.87,3.04,1.21,58.1,17.5,11.5,2.57,0,1.23,2.46,0,0,0,0,0,2.89,0.964,0,1
WT5X27,F,27,7.91,5.05,0,0,10,0,0,0.37,0.615,0,0,0,1.12,1.3125,0,0,0.836,0,0,0.395,8.15,0,10.6,0,13.6,11.1,5.05,2.64,1.19,51.7,15.6,10.3,2.56,0,0.909,1.78,0,0,0,0,0,2.87,0.966,0,1
WT5X24.5,F,24.5,7.21,4.99,0,0,10,0,0,0.34,0.56,0,0,0,1.06,1.25,0,0,0.807,0,0,0.361,8.93,0,11.6,0,14.7,10,4.52,2.39,1.18,46.7,14.1,9.34,2.54,0,0.693,1.33,0,0,0,0,0,2.85,0.966,0,1
WT5X22.5,F,22.5,6.63,5.05,0,0,8.02,0,0,0.35,0.62,0,0,0,1.12,1.3125,0,0,0.907,0,0,0.413,6.47,0,11.2,0,14.4,10.2,4.65,2.47,1.24,26.7,10.1,6.65,2.01,0,0.753,0.981,0,0,0,0,0,2.43,0.94,0,1
WT5X19.5,F,19.5,5.73,4.96,0,0,7.99,0,0,0.315,0.53,0,0,0,1.03,1.1875,0,0,0.876,0,0,0.359,7.53,0,12.5,0,15.7,8.84,3.99,2.16,1.24,22.5,8.57,5.64,1.98,0,0.487,0.616,0,0,0,0,0,2.42,0.936,0,1
WT5X16.5,F,16.5,4.85,4.87,0,0,7.96,0,0,0.29,0.435,0,0,0,0.935,1.125,0,0,0.869,0,0,0.305,9.15,0,13.6,0,16.8,7.71,3.48,1.93,1.26,18.3,7,4.6,1.94,0,0.291,0.356,0,0,0,0,0,2.4,0.927,0,1
WT5X15,F,15,4.42,5.24,0,0,5.81,0,0,0.3,0.51,0,0,0,0.81,1.125,0,0,1.1,0,0,0.38,5.7,0,14.8,0,17.5,9.28,4.01,2.24,1.45,8.35,4.41,2.87,1.37,0,0.31,0.273,0,0,0,0,0,2.17,0.849,0,1
WT5X13,F,13,3.81,5.17,0,0,5.77,0,0,0.26,0.44,0,0,0,0.74,1.0625,0,0,1.06,0,0,0.33,6.56,0,17,0,19.9,7.86,3.39,1.91,1.44,7.05,3.75,2.44,1.36,0,0.201,0.173,0,0,0,0,0,2.15,0.848,0,0.904
WT5X11,F,11,3.24,5.09,0,0,5.75,0,0,0.24,0.36,0,0,0,0.66,0.9375,0,0,1.07,0,0,0.282,7.99,0,18.4,0,21.2,6.88,3.02,1.72,1.46,5.71,3.05,1.99,1.33,0,0.119,0.107,0,0,0,0,0,2.16,0.83,0,0.837
WT4X9,F,9,2.63,4.07,0,0,5.25,0,0,0.23,0.33,0,0,0,0.63,0.8125,0,0,0.834,0,0,0.251,7.95,0,15,0,17.7,3.41,1.86,1.05,1.14,3.98,2.33,1.52,1.23,0,0.0855,0.0562,0,0,0,0,0,1.8,0.863,0,1
WT4X7.5,F,7.5,2.22,4.06,0,0,4.02,0,0,0.245,0.315,0,0,0,0.615,0.8125,0,0,0.998,0,0,0.276,6.37,0,14,0,16.6,3.28,1.91,1.07,1.22,1.7,1.33,0.849,0.876,0,0.0679,0.0382,0,0,0,0,0,1.72,0.76,0,1
WT4X6.5,F,6.5,1.92,4,0,0,4,0,0,0.23,0.255,0,0,0,0.555,0.75,0,0,1.03,0,0,0.24,7.84,0,15,0,17.4,2.89,1.74,0.974,1.23,1.36,1.07,0.682,0.843,0,0.0433,0.0269,0,0,0,0,0,1.74,0.733,0,1
WT4X5,F,5,1.48,3.95,0,0,3.94,0,0,0.17,0.205,0,0,0,0.505,0.6875,0,0,0.953,0,0,0.188,9.61,0,20.2,0,23.2,2.15,1.27,0.717,1.2,1.05,0.826,0.531,0.84,0,0.0212,0.0114,0,0,0,0,0,1.7,0.749,0,0.735
WT4X33.5,F,33.5,9.84,4.5,0,0,8.28,0,0,0.57,0.935,0,0,0,1.33,1.625,0,0,0.936,0,0,0.594,4.43,0,5.56,0,7.89,10.9,6.29,3.05,1.05,44.3,16.3,10.7,2.12,0,2.51,3.56,0,0,0,0,0,2.41,0.962,0,1
WT4X29,F,29,8.54,4.38,0,0,8.22,0,0,0.51,0.81,0,0,0,1.2,1.5,0,0,0.874,0,0,0.52,5.07,0,6.22,0,8.58,9.12,5.25,2.61,1.03,37.5,13.9,9.13,2.1,0,1.66,2.28,0,0,0,0,0,2.38,0.961,0,1
WT4X24,F,24,7.05,4.25,0,0,8.11,0,0,0.4,0.685,0,0,0,1.08,1.375,0,0,0.777,0,0,0.435,5.92,0,7.93,0,10.6,6.85,3.94,1.97,0.986,30.5,11.4,7.51,2.08,0,0.977,1.3,0,0,0,0,0,2.34,0.966,0,1
WT4X20,F,20,5.87,4.13,0,0,8.07,0,0,0.36,0.56,0,0,0,0.954,1.25,0,0,0.735,0,0,0.364,7.21,0,8.81,0,11.5,5.73,3.25,1.69,0.988,24.5,9.24,6.08,2.04,0,0.558,0.715,0,0,0,0,0,2.32,0.961,0,1
WT4X17.5,F,17.5,5.14,4.06,0,0,8.02,0,0,0.31,0.495,0,0,0,0.889,1.1875,0,0,0.688,0,0,0.321,8.1,0,10.2,0,13.1,4.82,2.71,1.43,0.968,21.3,8.05,5.31,2.03,0,0.384,0.48,0,0,0,0,0,2.3,0.963,0,1
WT4X15.5,F,15.5,4.56,4,0,0,8,0,0,0.285,0.435,0,0,0,0.829,1.125,0,0,0.668,0,0,0.285,9.19,0,11.1,0,14,4.28,2.39,1.28,0.969,18.5,7.03,4.64,2.02,0,0.267,0.327,0,0,0,0,0,2.28,0.961,0,1
WT4X14,F,14,4.12,4.03,0,0,6.54,0,0,0.285,0.465,0,0,0,0.859,0.9375,0,0,0.734,0,0,0.315,7.03,0,11.1,0,14.1,4.23,2.38,1.28,1.01,10.8,5.04,3.31,1.62,0,0.268,0.23,0,0,0,0,0,1.98,0.935,0,1
WT4X12,F,12,3.54,3.97,0,0,6.5,0,0,0.245,0.4,0,0,0,0.794,0.875,0,0,0.695,0,0,0.272,8.12,0,12.9,0,16.2,3.53,1.98,1.08,0.999,9.14,4.28,2.81,1.61,0,0.173,0.144,0,0,0,0,0,1.96,0.936,0,1
WT4X10.5,F,10.5,3.08,4.14,0,0,5.27,0,0,0.25,0.4,0,0,0,0.7,0.875,0,0,0.831,0,0,0.292,6.59,0,13.8,0,16.6,3.9,2.11,1.18,1.12,4.88,2.84,1.85,1.26,0,0.141,0.0916,0,0,0,0,0,1.8,0.877,0,1
WT3X8,F,8,2.37,3.14,0,0,4.03,0,0,0.26,0.405,0,0,0,0.655,0.875,0,0,0.676,0,0,0.294,4.98,0,9.56,0,12.1,1.69,1.25,0.685,0.844,2.21,1.69,1.1,0.966,0,0.111,0.0426,0,0,0,0,0,1.37,0.88,0,1
WT3X7.5,F,7.5,2.21,3,0,0,5.99,0,0,0.23,0.26,0,0,0,0.559,0.75,0,0,0.558,0,0,0.185,11.5,0,10.6,0,13,1.41,1.03,0.577,0.797,4.66,2.37,1.56,1.45,0,0.0504,0.0342,0,0,0,0,0,1.71,0.937,0,1
WT3X6,F,6,1.78,3.02,0,0,4,0,0,0.23,0.28,0,0,0,0.53,0.75,0,0,0.677,0,0,0.222,7.14,0,10.8,0,13.1,1.32,1.01,0.564,0.862,1.5,1.16,0.748,0.918,0,0.0449,0.0178,0,0,0,0,0,1.37,0.846,0,1
WT3X4.5,F,4.5,1.34,2.95,0,0,3.94,0,0,0.17,0.215,0,0,0,0.465,0.6875,0,0,0.623,0,0,0.17,9.16,0,14.6,0,17.4,0.95,0.72,0.408,0.842,1.1,0.856,0.557,0.905,0,0.0202,0.00736,0,0,0,0,0,1.34,0.852,0,1
WT3X4.25,F,4.25,1.26,2.92,0,0,3.94,0,0,0.17,0.195,0,0,0,0.444,0.6875,0,0,0.637,0,0,0.16,10.1,0,14.5,0,17.1,0.905,0.7,0.397,0.848,0.995,0.778,0.505,0.89,0,0.0166,0.0062,0,0,0,0,0,1.34,0.839,0,1
WT3X12.5,F,12.5,3.67,3.19,0,0,6.08,0,0,0.32,0.455,0,0,0,0.705,0.9375,0,0,0.61,0,0,0.302,6.68,0,7.61,0,10,2.29,1.68,0.886,0.789,8.53,4.28,2.81,1.52,0,0.229,0.171,0,0,0,0,0,1.76,0.953,0,1
WT3X10,F,10,2.94,3.1,0,0,6.02,0,0,0.26,0.365,0,0,0,0.664,0.875,0,0,0.56,0,0,0.244,8.25,0,9.37,0,11.9,1.76,1.29,0.693,0.774,6.64,3.36,2.21,1.5,0,0.12,0.0858,0,0,0,0,0,1.73,0.953,0,1
WT2X6.5,F,6.5,1.91,2.08,0,0,4.06,0,0,0.28,0.345,0,0,0,0.595,0.75,0,0,0.44,0,0,0.236,5.88,0,5.3,0,7.43,0.526,0.616,0.321,0.524,1.93,1.46,0.95,1,0,0.075,0.0233,0,0,0,0,0,1.16,0.947,0,1
WT22X167.5,F,168,49.2,22,0,0,15.9,0,0,1.03,1.77,0,0,0,2.56,2.625,0,0,5.53,0,0,1.54,4.5,0,19.1,0,21.5,2170,234,131,6.63,600,118,75.2,3.49,0,37.2,438,0,0,0,0,0,8.82,0.723,0,0.817
WT22X145,F,145,42.7,21.8,0,0,15.8,0,0,0.865,1.58,0,0,0,2.37,2.4375,0,0,5.26,0,0,1.35,5.02,0,22.3,0,25.2,1830,196,111,6.54,521,102,65.9,3.49,0,25.4,275,0,0,0,0,0,8.66,0.733,0,0.636
WT22X131,F,131,38.4,21.7,0,0,15.8,0,0,0.785,1.42,0,0,0,2.21,2.25,0,0,5.19,0,0,1.22,5.57,0,24.6,0,27.6,1640,176,99.4,6.53,462,90.9,58.6,3.47,0,18.6,200,0,0,0,0,0,8.64,0.731,0,0.532
WT22X115,F,115,33.8,21.5,0,0,15.8,0,0,0.71,1.22,0,0,0,2.01,2.0625,0,0,5.17,0,0,1.07,6.45,0,27.4,0,30.2,1440,157,88.6,6.53,398,78.3,50.5,3.43,0,12.4,139,0,0,0,0,0,8.67,0.723,0,0.438
WT20X99.5,F,100,29.2,19.3,0,0,15.8,0,0,0.65,1.07,0,0,0,2.25,2.3125,0,0,4.47,0,0,0.929,7.39,0,26.3,0,29.7,988,117,66.5,5.81,347,68.2,44.1,3.45,0,9.12,83.5,0,0,0,0,0,7.82,0.746,0,0.452
WT20X91.5,F,91.5,26.7,19.5,0,0,11.8,0,0,0.65,1.2,0,0,0,2.4,2.5,0,0,4.97,0,0,1.13,4.92,0,26.3,0,30,955,117,65.7,5.98,165,44,28,2.49,0,9.65,71.2,0,0,0,0,0,7.81,0.688,0,0.445
WT20X83.5,F,83.5,24.6,19.3,0,0,11.8,0,0,0.65,1.03,0,0,0,2.21,2.3125,0,0,5.19,0,0,1.1,5.76,0,26.3,0,29.7,899,115,63.7,6.05,141,37.8,23.9,2.4,0,6.99,62.9,0,0,0,0,0,8.01,0.659,0,0.454
WT20X74.5,F,74.5,21.9,19.1,0,0,11.8,0,0,0.63,0.83,0,0,0,2.01,2.125,0,0,5.45,0,0,1.72,7.11,0,27.1,0,30.3,815,108,59.7,6.1,114,30.9,19.4,2.29,0,4.66,51.9,0,0,0,0,0,8.23,0.626,0,0.435
WT20X296.5,T,296,87.2,21.5,0,0,16.7,0,0,1.79,3.23,0,0,0,4.41,4.5,0,0,5.66,0,0,2.61,2.58,0,9.54,0,12,3310,379,209,6.16,1260,240,151,3.8,0,221,2340,0,0,0,0,0,8.29,0.762,0,1
WT20X251.5,T,252,73.9,21,0,0,16.4,0,0,1.54,2.76,0,0,0,3.94,4,0,0,5.38,0,0,2.25,2.98,0,11.1,0,13.7,2730,314,174,6.07,1020,197,124,3.72,0,138,1400,0,0,0,0,0,8.17,0.76,0,1
WT20X215.5,T,215,63.4,20.6,0,0,16.2,0,0,1.34,2.36,0,0,0,3.54,3.625,0,0,5.18,0,0,1.95,3.44,0,12.8,0,15.4,2290,266,148,6.01,843,164,104,3.65,0,88.2,881,0,0,0,0,0,8.09,0.756,0,1
WT20X198.5,T,198,58.4,20.5,0,0,16.1,0,0,1.22,2.2,0,0,0,3.38,3.5,0,0,5.03,0,0,1.81,3.66,0,14,0,16.8,2070,240,134,5.96,771,150,95.7,3.63,0,70.6,677,0,0,0,0,0,8.01,0.76,0,1
WT20X196,T,196,57.6,20.8,0,0,12.4,0,0,1.42,2.52,0,0,0,3.7,3.8125,0,0,5.94,0,0,2.33,2.45,0,12,0,14.7,2270,275,153,6.27,401,106,64.9,2.64,0,85.4,796,0,0,0,0,0,8.26,0.679,0,1
WT20X186,T,186,54.6,20.3,0,0,16.1,0,0,1.16,2.05,0,0,0,3.23,3.3125,0,0,4.98,0,0,1.7,3.93,0,14.7,0,17.5,1930,225,126,5.95,709,138,88.3,3.6,0,57.7,558,0,0,0,0,0,8,0.756,0,1
WT20X181,T,181,53.3,20.3,0,0,16,0,0,1.12,2.01,0,0,0,3.19,3.25,0,0,4.91,0,0,1.66,3.99,0,15.3,0,18.1,1870,217,122,5.92,691,135,86.3,3.6,0,54.2,511,0,0,0,0,0,7.96,0.759,0,0.993
WT20X165.5,F,166,48.7,20.4,0,0,12.2,0,0,1.22,2.13,0,0,0,3.31,3.375,0,0,5.74,0,0,2,2.86,0,14,0,16.7,1880,231,128,6.21,322,85.7,52.9,2.57,0,52.5,484,0,0,0,0,0,8.19,0.674,0,1
WT20X163.5,F,164,48,20.4,0,0,12.1,0,0,1.18,2.13,0,0,0,3.31,3.375,0,0,5.66,0,0,1.98,2.85,0,14.5,0,17.3,1840,224,125,6.19,320,85,52.7,2.58,0,51.4,449,0,0,0,0,0,8.13,0.68,0,1
WT20X162,F,162,47.7,20.1,0,0,15.9,0,0,1,1.81,0,0,0,2.99,3.0625,0,0,4.77,0,0,1.5,4.4,0,17.1,0,20.1,1650,192,108,5.88,609,119,76.6,3.57,0,39.6,362,0,0,0,0,0,7.89,0.76,0,0.893
WT20X148.5,F,148,43.7,19.9,0,0,15.8,0,0,0.93,1.65,0,0,0,2.83,2.9375,0,0,4.71,0,0,1.38,4.8,0,18.4,0,21.4,1500,176,98.9,5.87,546,107,69,3.54,0,30.5,279,0,0,0,0,0,7.88,0.756,0,0.825
WT20X147,F,147,43.1,20.2,0,0,12,0,0,1.06,1.93,0,0,0,3.11,3.1875,0,0,5.51,0,0,1.8,3.11,0,16.1,0,19.1,1630,199,111,6.14,281,75,46.7,2.55,0,38.2,322,0,0,0,0,0,8.06,0.681,0,1
WT20X139,F,139,41,20.1,0,0,12,0,0,1.03,1.81,0,0,0,2.99,3.0625,0,0,5.51,0,0,1.71,3.31,0,16.8,0,19.6,1550,191,106,6.14,261,69.9,43.5,2.52,0,32.4,282,0,0,0,0,0,8.08,0.675,0,0.913
WT20X138.5,F,138,40.7,19.8,0,0,15.8,0,0,0.83,1.58,0,0,0,2.76,2.875,0,0,4.5,0,0,1.29,5.03,0,20.6,0,23.9,1360,157,88.6,5.78,522,102,65.9,3.58,0,25.7,218,0,0,0,0,0,7.75,0.77,0,0.699
WT20X132,F,132,38.8,20,0,0,11.9,0,0,0.96,1.73,0,0,0,2.91,3,0,0,5.41,0,0,1.63,3.45,0,17.8,0,20.8,1450,178,99.2,6.11,246,66,41.3,2.52,0,27.9,233,0,0,0,0,0,8.02,0.679,0,0.855
WT20X124.5,F,125,36.7,19.7,0,0,15.8,0,0,0.75,1.42,0,0,0,2.6,2.6875,0,0,4.41,0,0,1.16,5.55,0,22.8,0,26.3,1210,140,79.4,5.75,463,90.8,58.8,3.55,0,19,158,0,0,0,0,0,7.7,0.77,0,0.58
WT20X117.5,F,118,34.5,19.8,0,0,11.9,0,0,0.83,1.58,0,0,0,2.76,2.875,0,0,5.17,0,0,1.45,3.77,0,20.6,0,23.9,1260,153,85.7,6.04,222,59,37.3,2.54,0,20.6,156,0,0,0,0,0,7.88,0.691,0,0.699
WT20X107.5,F,108,31.7,19.5,0,0,15.8,0,0,0.65,1.22,0,0,0,2.4,2.5,0,0,4.28,0,0,1.01,6.45,0,26.3,0,30,1030,120,68,5.71,398,77.8,50.5,3.54,0,12.4,101,0,0,0,0,0,7.66,0.771,0,0.445
WT20X105.5,F,106,31,19.7,0,0,11.8,0,0,0.75,1.42,0,0,0,2.6,2.6875,0,0,5.08,0,0,1.31,4.17,0,22.8,0,26.2,1120,137,76.7,6.01,195,52.1,33,2.51,0,15.2,113,0,0,0,0,0,7.84,0.69,0,0.581
WT2.5X9.5,F,9.5,2.78,2.58,0,0,5.03,0,0,0.27,0.43,0,0,0,0.73,0.8125,0,0,0.487,0,0,0.276,5.85,0,6.83,0,9.54,1.01,0.97,0.485,0.604,4.56,2.76,1.81,1.28,0,0.157,0.0775,0,0,0,0,0,1.44,0.964,0,1
WT2.5X8,F,8,2.35,2.51,0,0,5,0,0,0.24,0.36,0,0,0,0.66,0.75,0,0,0.458,0,0,0.235,6.94,0,7.69,0,10.4,0.845,0.801,0.413,0.599,3.75,2.28,1.5,1.26,0,0.0958,0.0453,0,0,0,0,0,1.43,0.962,0,1
WT18X97,F,97,28.5,18.2,0,0,12.1,0,0,0.765,1.26,0,0,0,2.01,2.1875,0,0,4.8,0,0,1.18,4.81,0,21.2,0,23.8,901,120,67,5.62,187,48.8,30.9,2.56,0,11.1,92.7,0,0,0,0,0,7.45,0.688,0,0.702
WT18X91,F,91,26.8,18.2,0,0,12.1,0,0,0.725,1.18,0,0,0,1.93,2.125,0,0,4.77,0,0,1.11,5.12,0,22.4,0,25.1,845,113,63.1,5.62,174,45.3,28.8,2.55,0,9.2,77.6,0,0,0,0,0,7.45,0.685,0,0.637
WT18X85,F,85,25,18.1,0,0,12,0,0,0.68,1.1,0,0,0,1.85,2,0,0,4.73,0,0,1.04,5.47,0,23.9,0,26.6,786,105,58.9,5.61,160,41.8,26.6,2.53,0,7.51,63.2,0,0,0,0,0,7.44,0.684,0,0.566
WT18X80,F,80,23.5,18,0,0,12,0,0,0.65,1.02,0,0,0,1.77,1.9375,0,0,4.74,0,0,0.98,5.88,0,25,0,27.7,740,100,55.8,5.61,147,38.6,24.6,2.5,0,6.17,53.6,0,0,0,0,0,7.46,0.678,0,0.521
WT18X75,F,75,22.1,17.9,0,0,12,0,0,0.625,0.94,0,0,0,1.69,1.875,0,0,4.78,0,0,0.923,6.37,0,26,0,28.7,698,95.5,53.1,5.62,135,35.4,22.5,2.47,0,5.04,46,0,0,0,0,0,7.5,0.67,0,0.486
WT18X67.5,F,67.5,19.9,17.8,0,0,12,0,0,0.6,0.79,0,0,0,1.54,1.6875,0,0,4.96,0,0,1.23,7.56,0,27.1,0,29.6,637,90.1,49.7,5.66,113,29.8,18.9,2.38,0,3.48,37.3,0,0,0,0,0,7.65,0.644,0,0.456
WT18X400,T,400,118,21,0,0,18,0,0,2.38,4.29,0,0,0,5.24,5.5625,0,0,5.8,0,0,3.28,2.1,0,6.62,0,8.94,4090,491,264,5.89,2100,371,234,4.22,0,525,5810,0,0,0,0,0,8.11,0.797,0,1
WT18X326,T,325,96.1,20.2,0,0,17.6,0,0,1.97,3.54,0,0,0,4.49,4.8125,0,0,5.35,0,0,2.73,2.48,0,7.99,0,10.4,3160,383,208,5.74,1610,290,184,4.1,0,295,3070,0,0,0,0,0,7.91,0.795,0,1
WT18X264.5,T,264,77.8,19.6,0,0,17.2,0,0,1.61,2.91,0,0,0,3.86,4.1875,0,0,4.96,0,0,2.26,2.96,0,9.78,0,12.4,2440,298,164,5.6,1240,227,145,4,0,163,1600,0,0,0,0,0,7.72,0.794,0,1
WT18X243.5,T,244,71.7,19.7,0,0,17.1,0,0,1.5,2.68,0,0,0,3.63,4,0,0,4.84,0,0,2.1,3.19,0,10.7,0,13.1,2220,272,150,5.57,1120,206,131,3.96,0,128,1250,0,0,0,0,0,7.68,0.792,0,1
WT18X220.5,T,220,64.9,19.1,0,0,17,0,0,1.36,2.44,0,0,0,3.39,3.6875,0,0,4.69,0,0,1.91,3.48,0,11.6,0,14.3,1980,242,134,5.52,997,184,117,3.92,0,96.6,914,0,0,0,0,0,7.6,0.792,0,1
WT18X197.5,T,198,58.2,18.9,0,0,16.8,0,0,1.22,2.2,0,0,0,3.15,3.4375,0,0,4.53,0,0,1.73,3.83,0,12.9,0,15.7,1740,213,119,5.47,877,162,104,3.88,0,70.7,652,0,0,0,0,0,7.54,0.792,0,1
WT18X180.5,T,180,53,18.7,0,0,16.7,0,0,1.12,2.01,0,0,0,2.96,3.25,0,0,4.42,0,0,1.59,4.16,0,14.1,0,17,1570,192,107,5.43,786,146,94,3.85,0,54.1,491,0,0,0,0,0,7.49,0.792,0,1
WT18X165,T,165,48.5,18.5,0,0,16.6,0,0,1.02,1.85,0,0,0,2.8,3.125,0,0,4.3,0,0,1.46,4.49,0,15.4,0,18.5,1410,173,97,5.39,711,132,85.5,3.83,0,42,372,0,0,0,0,0,7.43,0.793,0,0.989
WT18X151,F,151,44.4,18.4,0,0,16.7,0,0,0.945,1.68,0,0,0,2.63,2.9375,0,0,4.22,0,0,1.33,4.96,0,16.7,0,19.8,1280,158,88.8,5.37,648,120,77.8,3.82,0,32.1,285,0,0,0,0,0,7.41,0.792,0,0.925
WT18X141,F,141,41.5,18.3,0,0,16.6,0,0,0.885,1.57,0,0,0,2.52,2.8125,0,0,4.16,0,0,1.25,5.29,0,17.8,0,21,1190,146,82.6,5.36,599,112,72.2,3.8,0,26.3,231,0,0,0,0,0,7.38,0.791,0,0.865
WT18X131,F,131,38.5,18.1,0,0,16.6,0,0,0.84,1.44,0,0,0,2.39,2.6875,0,0,4.14,0,0,1.16,5.75,0,18.7,0,21.9,1110,137,77.5,5.36,545,102,65.8,3.76,0,20.8,185,0,0,0,0,0,7.39,0.785,0,0.817
WT18X128,F,128,37.7,18.7,0,0,12.2,0,0,0.96,1.73,0,0,0,2.48,2.625,0,0,4.92,0,0,1.54,3.53,0,16.9,0,19.5,1210,156,87.4,5.66,264,68.5,43.2,2.65,0,26.4,205,0,0,0,0,0,7.45,0.703,0,0.922
WT18X123.5,F,124,36.3,18,0,0,16.5,0,0,0.8,1.35,0,0,0,2.3,2.625,0,0,4.12,0,0,1.1,6.11,0,19.7,0,22.9,1040,129,73.3,5.36,507,94.8,61.4,3.74,0,17.3,155,0,0,0,0,0,7.39,0.783,0,0.768
WT18X116,F,116,34.5,18.6,0,0,12.1,0,0,0.87,1.57,0,0,0,2.32,2.4375,0,0,4.1,0,0,1.03,6.54,0,20.7,0,24,978,122,69.1,5.36,470,88,57,3.71,0,14.3,129,0,0,0,0,0,7.39,0.78,0,0.714
WT18X115.5,F,116,34.1,18.6,0,0,12.1,0,0,0.87,1.57,0,0,0,2.32,2.4375,0,0,4.82,0,0,1.4,3.86,0,18.7,0,21.3,1080,140,78.5,5.63,234,60.9,38.6,2.62,0,19.7,151,0,0,0,0,0,7.4,0.703,0,0.829
